fid,OBJECTID,sisid,sci_name,presence,origin,seasonal,source,compiler,yrcompiled,data_sens,sens_comm,dist_comm,tax_comm,generalisd,version,yrmodified,citation,Shape_Length,Shape_Area
"2569","7355","22687759",Topaza pella,"1","1","1","Ridgely, 2002; Olmos et al 2011","NatureServe, 2002; Lynda Donaldson (BirdLife International)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,133.82459226732,136.640264135677
"2570","7356","22686021",Touit dilectissimus,"1","1","1","Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002; Cuervo, et al. 2008","Rob Martin (BirdLife International), NatureServe, 2002","2018","0",, ,Name changed from Touit dilectissima for gender agreement (AOU 2004).,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,57.733875027318,10.8060678557055
"2571","7357","22686054",Touit surdus,"1","1","1","BirdLife International; van Perlo, 2009; Dickinson & Remsen, 2013",Rob Martin (BirdLife International),"2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,59.1989809028335,8.41703501830929
"2573","7419","103812237",Dacnis lineata,"1","1","1","Ridgely, 2002; ebird, 2016","NatureServe, 2002; Alwin Hardenbol (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,236.505982101242,494.993700027778
"2574","7420","22722988",Dacnis venusta,"1","1","1","Ridgely & Gwynne, 1989; Zook, 2002; ebird, 2016; Vallely & Chavarría-Duriaux, 2014","TNC-Wings, 1999; NatureServe, 2002; Alwin Hardenbol (BirdLife International)","2021","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,91.1021163350142,16.6262074840875
"2575","7424","22693235",Tringa flavipes,"1","1","3","Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Morrison and Ross, 1989; Peterson, 1980; Peterson, 1990; Rappole et al., 1983; Ridgely, 2002",BirdLife International,"2016","0",, , ,"0","2022.1",9999,BirdLife International and Handbook of the Birds of the World,1593.09549459585,1785.80224238186
"2576","7435","22693319",Tringa semipalmata,"1","1","3","Ridgely, 2002",BirdLife International,"2016","0",, ,Formerly placed in the genus Catoptrophorus.,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,830.337919013923,123.701564043836
"2577","7441","22693305",Tringa incana,"1","1","3","Ridgely and Gwynne, 1989; Zook, 2002","NatureServe; Joe Taylor (BirdLife International)","2016","0",,Cocos Island,Formerly placed in the genus Heteroscelus.,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,371.212013672498,61.8838715253883
"2578","7442","22693231",Tringa melanoleuca,"1","1","4","Howell and Webb, 1995",BirdLife International,"2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,549.907852046532,923.679567510888
"2579","7449","22693239",Tringa solitaria,"1","1","3","Zook, 2002","NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,2.54481288182172,0.0622571762753322
"2581","7451","22693319",Tringa semipalmata,"1","1","1","Ridgley, 2003;  Alderfor 2006, Raffaele et al 2003",BirdLife International,"2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,499.303256923885,53.1611555563062
"2583","7455","22682771",Trogon comptus,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2018","0",, ,Also known as Choco Trogon (Ridgely and Greenfield 2001).,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,36.3137376836403,6.4706678589798
"2584","7456","22693239",Tringa solitaria,"1","1","3","Zook, 2002","NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,1.5289325919675,0.0296013113276269
"2586","7458","22693239",Tringa solitaria,"1","1","3","Zook, 2002","WILDSPACETM 2002; NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,589.599411587422,1344.39904384258
"2588","7460","22682760",Trogon massena,"1","1","1","Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,146.352452053484,41.3103946377841
"2590","7466","22725822",Urochroa leucura,"1","1","1","Ridgely, 2002; del Hoyo et al, 1999; Schulenberg et al, 2007","Mia Derhe; Joe Taylor (BirdLife International)","2016","0",, , ,"0","2022.1",2012,BirdLife International and Handbook of the Birds of the World,15.0077986619915,2.65929803181001
"2593","7470","61688072",Trogon aurantius,"1","1","1","Ridgely, 2002; van Perlo, 2009","NatureServe, 2002; Joe Taylor (BirdLife International)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,33.247252819137,29.5698685089043
"2594","7471","22682788",Trogon melanocephalus,"1","1","1","Howell and Webb, 1995","NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,1.0629098535027,0.026795584695203
"2595","7475","22682776",Trogon bairdii,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,10.0749831829947,1.02927900802644
"2596","7476","22736244",Trogon chionurus,"1","1","1","NatureServe, 2002","NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,70.0911536977954,19.7947079357457
"2597","7477","22682785",Trogon citreolus,"1","1","1","Howell and Webb, 1995","NatureServe, 2002; Joe Taylor (BirdLife International)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,47.5535919772933,10.6444234571682
"2598","7479","22690849",Uropelia campestris,"1","1","1","Ridgely, 2002; Alexia & Poletto, 2007","TNC-Wings, 1999; NatureServe, 2002; Lynda Donaldson (BirdLife Interntional)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,80.5861426511738,150.033549690742
"2599","7480","22682768",Trogon clathratus,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,20.9942829272986,1.34053507045632
"2600","7481","61692251",Trogon collaris,"1","1","1","Ridgley, 2003; del Hoyo et al, 2001; Hiltz, 2003; Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,324.94901845248,558.41462004194
"2601","7482","22736256",Trogon mesurus,"1","1","1","NatureServe, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,17.5918166053761,4.62600172442044
"2602","7483","22682791",Trogon mexicanus,"1","1","1","Howell and Webb, 1995","NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,85.024201198239,32.4275714624763
"2603","7484","22682807",Trogon personatus,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,143.111379394451,61.4067923296556
"2604","7485","22682810",Trogon rufus,"1","1","1","Ridgley, 2003; del Hoyo et al, 2001; Ridgely, 2002","WWF-US, 2000; NatureServe, 2002; Joe Taylor (BirdLife International)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,356.145643047068,551.678324722537
"2605","7486","61687964",Trogon surrucura,"1","1","1","Ridgely, 2002; van Perlo, 2009","NatureServe, 2002; Joe Taylor (BirdLife International)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,65.3584069332788,120.798723474983
"2606","7487","61686959",Trogon violaceus,"1","1","1","Johnsgard, 2000; Ridgely, 2002","NatureServe, 2002; Joe Taylor (BirdLife International)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,434.022894320483,597.491349592528
"2607","7488","22736238",Trogon viridis,"1","1","1","Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2016","0",, ,Trogon viridis chionurus (considered a distinct species in Ridgely and Greenfield 2001 and Hilty et al. 2003).,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,300.519277739636,649.205679535742
"2609","7525","22690043",Uropsalis lyra,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,87.2732471494676,19.2429529725693
"2610","7527","22690040",Uropsalis segmentata,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,74.9161780770636,18.2780721047304
"2611","7528","22687962",Urosticte benjamini,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,13.0203840746934,1.41389419096184
"2612","7529","22687965",Urosticte ruficrissa,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,20.2398999797992,2.54308557035808
"2613","7535","22681202",Veniliornis frontalis,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,25.3887688314303,8.95641662739191
"2614","7536","22694078",Vanellus resplendens,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,73.8674472882198,62.6680605597976
"2615","7540","22681139",Veniliornis lignarius,"1","1","1","TNC-Wings, 1999; NatureServe, 2002","TNC-Wings, 1999; NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,18.9798599712748,14.2880049046585
"2616","7542","22681225",Veniliornis maculifrons,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,29.1230172064343,21.8687294538584
"2617","7543","22681144",Veniliornis mixtus,"1","1","1","WWF-US, 2000; NatureServe, 2002","WWF-US, 2000; NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,133.229425454109,328.875513966535
"2618","7544","22681144",Veniliornis mixtus,"3","1","1","WWF-US, 2000; NatureServe, 2002","WWF-US, 2000; NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,3.63517693376041,1.03202432184988
"2619","7545","22681190",Veniliornis nigriceps,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,64.2143243112423,14.9391169693509
"2621","7548","22697641",Vultur gryphus,"1","1","1","Ridgley, 2003",BirdLife International,"2020","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,435.75652343347,247.596322725601
"2624","7563","22690736",Zenaida macroura,"1","1","4","Poole and Gill, 1992",WILDSPACETM 2002,"2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,2.20334922620984,0.0552129482938485
"2625","7572","22690932",Zentrygon albifacies,"1","1","1","AOU, 1998; Zook, 2002","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,16.4371909301798,5.9904547509206
"2626","7575","22690747",Zenaida auriculata,"1","1","1","Hilty et al., 2003; De Oliveira Pinto, 1978","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,610.852500774141,1031.17648189852
"2627","7576","22690750",Zenaida aurita,"1","1","1","del Hoyo et al 1997; Raffaele et al., 1998; Gibbs et al 2001","NatureServe, 2002; Lynda Donaldson (BirdLife International)","2020","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,175.979770176861,19.967022921906
"2628","7578","22690736",Zenaida macroura,"1","1","1","Poole and Gill, 1992; Dobson and Madeiros, 2008","WILDSPACETM 2002; Hannah Wheatley (BirdLife International)","2016","0",,Isla Clarion, ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,987.631315101334,918.344550064542
"2631","7585","22733372",Zenaida meloda,"1","1","1","del Hoyo et al 1997; Howell & Webb 1995; Gibbs et al 2001; Ridgely, 2002","NatureServe, 2002; Lynda Donaldson (BirdLife International)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,85.2934714760406,22.6784149407731
"2632","7586","22690932",Zentrygon albifacies,"1","1","1","AOU, 1998; Zook, 2002","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,41.9134101391106,10.243741644237
"2633","7587","22690936",Zentrygon chiriquensis,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,1.22527182946983,0.0207472182866503
"2635","7589","22690950",Zentrygon frenata,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,102.080494307337,36.6357039019008
"2636","7590","22690942",Zentrygon goldmani,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,0.375790336730643,0.00672071237243466
"2637","7591","22690942",Zentrygon goldmani,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,4.7870864563959,0.373050985684384
"2638","7592","22690936",Zentrygon chiriquensis,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,24.1081345060464,1.3278720268483
"2639","7593","22690942",Zentrygon goldmani,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,0.697590479199508,0.0138629618156005
"2640","7594","22690908",Zentrygon costaricensis,"1","1","1","Stiles and Skutch, 1989; Zook, 2002","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,18.5338381065942,1.33944553559841
"2641","7595","22690908",Zentrygon costaricensis,"1","1","1","Stiles and Skutch, 1989; Zook, 2002","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,1.22527182946983,0.0207472182866503
"2642","7596","22690942",Zentrygon goldmani,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,1.39805053564649,0.0388295296724947
"2643","7597","22728963",Zentrygon lawrencii,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,19.4508023432093,0.581766621987076
"2644","7598","22728963",Zentrygon lawrencii,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,2.89871073121663,0.0742983742049054
"2645","7599","22690946",Zentrygon linearis,"1","1","1","Ridgely, 2002","NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,50.4640358247002,13.3018599348554
"2648","7608","22733956",Zenaida asiatica,"1","1","3","Sibley, 2000;Howell and Webb, 1995","NatureServe, 2002","2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,106.888839922155,23.207154059568
"2649","7617","103693760",Vireolanius mikettae,"1","1","1","Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,36.9422922934023,8.1373445863592
"2650","7638","103680258",Mionectes roraimae,"1","1","1","Ridgely, 2002; Hilty & Ascanio, 2014","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,24.2295634820286,27.0894997560038
"2651","7662","103820643",Anthus lutescens,"1","1","1","Ridgely, 2002; eBird, 2016; Aleixo, 2007; Lees, 2013","WWF-US, 2000; NatureServe, 2002; Jacob Willmore (BirdLife International)","2020","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,351.765201908349,627.943036618464
"2653","7671","103727785",Aphelocoma californica,"1","1","1","Ridgley, 2003; Alderfer, 2006;  Madge, 1993;Sibley, 2000; Howell and Webb, 1995; Dickinson & Christidis, 2014","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,183.457871371356,230.56873398492
"2655","7675","22724923",Arremon costaricensis,"1","1","1","Ridgely, 2002; Cadena & Cuervo, 2010","NatureServe, 2002; Alwin Hardenbol (BirdLife International)","2020","0",, ,torquatus group,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,8.07644985941632,0.30632148302496
"2659","7680","103673988",Asthenes ayacuchensis,"1","1","1","del Hoyo et al., 2003; Ridgely, 2003","Joe Taylor (BirdLife International); Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,6.37453778539036,0.843292725847537
"2661","7686","103774244",Atlapetes crassus,"1","1","1","Ridgely, 2002; Bonaccorso et al 2011","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,17.2595088314191,2.63532393252894
"2663","7688","103673977",Asthenes vilcabambae,"1","1","1","del Hoyo et al., 2003; Ridgely, 2003","Joe Taylor (BirdLife International); Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,4.82001549725075,1.09295407419213
"2664","7689","103673405",Asthenes wyatti,"1","1","1","Ridgely, 2002; McMullan et al., 2010; Schulenberg et al., 2010; eBird","TNC-Wings, 1999; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,84.3966470221892,40.0963555836316
"2665","7690","103773936",Atlapetes albofrenatus,"1","1","1","Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,9.78538926220481,2.53793971311993
"2666","7691","103774301",Atlapetes latinuchus,"1","1","1","Ridgely, 2002; Donegan & Huertas 2006","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, ,Formerly lumped in Atlapetes rufinucha.  Also known as Rufous-naped Brush-Finch (Ridgely and Greenfield 2001).,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,41.3906756150235,15.1458208679725
"2667","7692","103774822",Atlapetes leucopterus,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,17.206907009498,5.30963965672283
"2669","7694","103774619",Atlapetes schistaceus,"1","1","1","Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,58.2202233664988,11.7358309669942
"2670","7695","103774148",Atlapetes tricolor,"1","1","1","Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,14.8762622993856,3.50956607690475
"2671","7696","22733651",Automolus infuscatus,"1","1","1","Ridgely, 2002; Zimmer, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, ,"Here the form south and east of the Amazon and Tapajos Rivers is considered a distinct species, Automolus paraensis (Zimmer, 2002).","0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,102.995733060087,352.627727945115
"2672","7697","22731952",Automolus paraensis,"1","1","1","Ridgely, 2002; Zimmer, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, ,"Here the form south and east of the Amazon and Tapajos Rivers is considered a distinct species, Automolus paraensis (Zimmer, 2002).","0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,123.957320154387,136.532945866157
"2673","7723","103670311",Campylorhamphus procurvoides,"3","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,0.729755864792425,0.0423179547771533
"2674","7725","103670340",Campylorhamphus probatus,"1","1","1","Ridgely, 2002; Portes et al, 2013","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,35.2669760084025,78.6200020866419
"2675","7742","103658612",Cercomacroides fuscicauda,"1","1","1","Ridgely, 2002; Mayer et al, 2014","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,55.3884805768172,88.350159285164
"2676","7745","22734381",Conopophaga lineata,"1","1","1","Ridgley, 2003; del Hoyo et al, 2003; Ridgely, 2002; Mauricio & Dias, 2000; Azpiroz & Menendez, 2008","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, ,Conopophaga lineata lineata,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,77.3725751553604,166.326154495956
"2677","7746","103660326",Conopophaga snethlageae,"1","1","1","Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,78.5087800455783,47.9699192461537
"2678","7747","103683917",Contopus bogotensis,"1","1","1","Ridgely and Gwynne, 1989; Zook, 2002","WWF-US, 2000; NatureServe, 2002; Joscelyne Ashpole (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,301.285965504884,133.319416493357
"2679","7749","103683886",Contopus cinereus,"1","1","1","Ridgely and Gwynne, 1989; Zook, 2002","WWF-US, 2000; NatureServe, 2002; Joscelyne Ashpole (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,135.458824052915,327.356692750051
"2680","7751","103683897",Contopus punensis,"1","1","1","Ridgely and Gwynne, 1989; Zook, 2002","NatureServe, 2002; Joscelyne Ashpole (BirdLife International)","2021","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,41.2541557568605,16.1695852013723
"2681","7762","103768776",Chlorospingus flavigularis,"1","1","1","Ridgely, 2002; Hilty, 2011; Donegan, 2012; McMullan et al., 2010","NatureServe, 2002; Alwin Hardenbol (BirdLife International)","2020","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,72.4427786945452,16.4165917484975
"2682","7765","103768825",Chlorospingus hypophaeus,"1","1","1","Ridgely, 2002","NatureServe, 2002; Alwin Hardenbol (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,8.09074453414605,0.212997071668202
"2683","7766","103671013",Cichlocolaptes holti,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,29.4189542669486,13.110162446748
"2684","7767","103887005",Cistothorus stellaris,"1","1","3","Poole and Gill, 1992-2002",BirdLife International,"2016","0",, ,Also known as Grass Wren.,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,261.844037518267,136.99567086234
"2685","7770","103670955",Cichlocolaptes leucophrus,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,26.2400107951262,12.7653574709179
"2686","7771","103880486",Cichlopsis leucogenys,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002; Alwin Hardenbol (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,18.1000880667985,8.7308532666233
"2687","7783","103886997",Cistothorus platensis,"1","1","1","Ridgely, 2002; Garrigues & Dean, 2007; Xeno Canto; eBird",Hannah Wheatley (BirdLife International),"2016","0",, ,Also known as Grass Wren.,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,661.73009692079,458.505924098496
"2688","7799","103676541",Corapipo leucorrhoa,"1","1","1","Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002; Snow & Kirwan, 2016","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,96.1851130962715,22.0257655625013
"2689","7803","103674421",Cranioleuca marcapatae,"1","1","1","Ridgely, 2002; Young, 2007; Schulenberg et al., 2010; Xeno Canto","TNC-Wings, 1999; NatureServe, 2007; Hannah Wheatley (BirdLife International)","2020","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,7.87003692127881,1.28011878691645
"2690","7807","103889940",Cyphorhinus dichrous,"1","1","1","Ridgely, 2002; eBird, 2016; xeno-canto, 2016","NatureServe, 2002; Jacob Willmore (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,36.3191293750444,6.67637685755032
"2691","7808","103889880",Cyphorhinus thoracicus,"1","1","1","Ridgely, 2002; eBird, 2016; xeno-canto, 2016","NatureServe, 2002; Jacob Willmore (BirdLife International)","2016","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,20.6197638174538,4.88008709819854
"2692","7812","103661292",Dendrocolaptes sanctithomae,"1","1","1","Ridgley, 2003; del Hoyo et al, 2003; Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2020","0",, ,Here we consider Dendrocolaptes sanctithomae distinct from Amazonian Dendrocolaptes certhia (Amazonian Barred-Woodcreeper) as per AOU (1998).,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,164.626225012572,49.6443695837129
"2693","7820","103661261",Deconychura longicauda,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2020","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,47.8266498228816,89.0011689144192
"2694","7821","103661265",Deconychura pallida,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,187.020119500371,322.226150853806
"2695","7822","103661269",Deconychura typica,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002; Van Perlo, 2006; McMullan et al, 2010; Sandoval & Arendt, 2011; Gallardo, 2014; Xeno Canto, eBird","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2020","0",, , ,"0","2022.1",2016,BirdLife International and Handbook of the Birds of the World,63.3031225924598,9.2895147154714
"2696","7827","22703010",Dendrocincla fuliginosa,"1","1","1","Ridgley, 2003;del Hoyo et al, 2003; Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2020","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,375.19608866831,695.544724159266
